factor,requires_ticks,side,group,orientation,directional,best_horizon,best_rank_ic,oriented_rank_ic,abs_rank_ic,ic_ir,ic_t_stat,raw_ic_ir,raw_ic_t_stat,oriented_ic_ir,oriented_ic_t_stat,avg_abs_rank_ic,sample_count,oos_best_horizon,oos_best_rank_ic,oos_oriented_rank_ic,oos_abs_rank_ic,oos_ic_ir,oos_ic_t_stat,oos_raw_ic_ir,oos_raw_ic_t_stat,oos_oriented_ic_ir,oos_oriented_ic_t_stat,oos_sample_count,rank_score
reversal_bar_down,False,Short,Mean-Reversion & Extreme Factors,-1,True,1,-0.01186208364822701,0.01186208364822701,0.01186208364822701,0.044490080323583495,0.25167389993872064,-0.044490080323583495,-0.25167389993872064,0.044490080323583495,0.25167389993872064,0.006055631928993954,6349,1,-0.018460817383436287,0.018460817383436287,0.018460817383436287,0.2463964524616828,1.3938288191677177,-0.2463964524616828,-1.3938288191677177,0.2463964524616828,1.3938288191677177,3093,0.018460817383436287
reversal_bar_up,False,Long,Mean-Reversion & Extreme Factors,1,True,1,0.012882083716291643,0.012882083716291643,0.012882083716291643,-0.010183144692294463,-0.057604565325801715,-0.010183144692294463,-0.057604565325801715,-0.010183144692294463,-0.057604565325801715,0.009742946645400144,7185,1,0.017042083034462106,0.017042083034462106,0.017042083034462106,0.19461387532554275,1.1009023276454768,0.19461387532554275,1.1009023276454768,0.19461387532554275,1.1009023276454768,3490,0.017042083034462106
upper_wick_to_body_ratio,False,Short,Mean-Reversion & Extreme Factors,-1,True,6,-0.00776277622073373,0.00776277622073373,0.00776277622073373,0.4326154436013359,2.447242510532248,-0.4326154436013359,-2.447242510532248,0.4326154436013359,2.447242510532248,0.004426672456796482,186133,6,-0.007193411651333653,0.007193411651333653,0.007193411651333653,0.44199664027340474,2.539077389609907,-0.44199664027340474,-2.539077389609907,0.44199664027340474,2.539077389609907,93085,0.007193411651333653
upper_wick_ratio,False,Short,Mean-Reversion & Extreme Factors,-1,True,6,-0.00767063527938287,0.00767063527938287,0.00767063527938287,0.42559493989643404,2.407528544315597,-0.42559493989643404,-2.407528544315597,0.42559493989643404,2.407528544315597,0.00393373539712938,186273,6,-0.0068121241554068065,0.0068121241554068065,0.0068121241554068065,0.23288220958325276,1.3378064422151943,-0.23288220958325276,-1.3378064422151943,0.23288220958325276,1.3378064422151943,93139,0.0068121241554068065
lower_wick_to_body_ratio,False,Long,Mean-Reversion & Extreme Factors,1,True,1,0.004532299091406175,0.004532299091406175,0.004532299091406175,0.10341203576476884,0.5849868139645907,0.10341203576476884,0.5849868139645907,0.10341203576476884,0.5849868139645907,0.0024311586338279386,186133,1,0.006374776750711821,0.006374776750711821,0.006374776750711821,0.30038109760970577,1.7255580330548093,0.30038109760970577,1.7255580330548093,0.30038109760970577,1.7255580330548093,93085,0.006374776750711821
lower_wick_ratio,False,Long,Mean-Reversion & Extreme Factors,1,True,1,0.0028249876687377693,0.0028249876687377693,0.0028249876687377693,-0.013633945451228242,-0.0771252422631278,-0.013633945451228242,-0.0771252422631278,-0.013633945451228242,-0.0771252422631278,0.0016374071983128301,186273,1,0.006173569591795893,0.006173569591795893,0.006173569591795893,0.34384754739167245,1.975253776849916,0.34384754739167245,1.975253776849916,0.34384754739167245,1.975253776849916,93139,0.006173569591795893
zscore_price_20,False,Long/Short,Mean-Reversion & Extreme Factors,0,False,1,-0.03888368648719384,-0.03888368648719384,0.03888368648719384,-3.056488092658506,-17.29010765547813,-3.056488092658506,-17.29010765547813,-3.056488092658506,-17.29010765547813,0.04303841356609625,186260,1,-0.029556771310902966,-0.029556771310902966,0.029556771310902966,-1.6860558777114822,-9.685653615077271,-1.6860558777114822,-9.685653615077271,-1.6860558777114822,-9.685653615077271,93139,-1000000000.0
zscore_return_20,False,Long/Short,Mean-Reversion & Extreme Factors,0,False,12,-0.006946059470472325,-0.006946059470472325,0.006946059470472325,-0.5469119620054891,-3.0938012563689665,-0.5469119620054891,-3.0938012563689665,-0.5469119620054891,-3.0938012563689665,0.019531227780655067,186259,12,-0.006441376570459346,-0.006441376570459346,0.006441376570459346,-0.32564085191450387,-1.8706642740948807,-0.32564085191450387,-1.8706642740948807,-0.32564085191450387,-1.8706642740948807,93139,-1000000000.0
bollinger_position_20,False,Long/Short,Mean-Reversion & Extreme Factors,0,False,1,-0.03888368648719384,-0.03888368648719384,0.03888368648719384,-3.056488092658506,-17.29010765547813,-3.056488092658506,-17.29010765547813,-3.056488092658506,-17.29010765547813,0.04303841356609625,186260,1,-0.029556771310902966,-0.029556771310902966,0.029556771310902966,-1.6860558777114822,-9.685653615077271,-1.6860558777114822,-9.685653615077271,-1.6860558777114822,-9.685653615077271,93139,-1000000000.0
bollinger_width_20,False,Long/Short,Mean-Reversion & Extreme Factors,0,False,12,0.016471368301561793,0.016471368301561793,0.016471368301561793,0.37605576405765656,2.1272926469556586,0.37605576405765656,2.1272926469556586,0.37605576405765656,2.1272926469556586,0.011303858639541295,186260,12,0.019188294689018753,0.019188294689018753,0.019188294689018753,0.19955186428024185,1.1463381855913037,0.19955186428024185,1.1463381855913037,0.19955186428024185,1.1463381855913037,93139,-1000000000.0
