factor_a,factor_b,pearson,spearman,pearson_is,spearman_is,pearson_oos,spearman_oos,sample_count,is_sample_count,oos_sample_count
bollinger_width_20,upper_wick_ratio,0.024578779382760783,0.049702947533752026,0.017361839007933387,0.04212774749499924,0.018567962242597196,0.03994696906498313,186256,93115,93141
lower_wick_to_body_ratio,stoch_k,-0.0033073208333021117,-0.04856326667261398,-0.005640568699818898,-0.06433902272269412,0.001399312649608433,-0.03248716216973134,186122,93035,93087
stoch_k,upper_wick_ratio,0.03704941511547754,0.04760879565418645,0.06170796283999078,0.07252761810771682,0.01483408106946314,0.025291809708211956,186262,93121,93141
bollinger_width_20,reversal_bar_up,-0.01772914777786834,-0.04704349284787408,-0.01898422942296951,-0.05495518604629697,-0.01306286717996768,-0.0353574289610191,7185,3695,3490
rsi_14,range_zscore_20,-0.03623644593024964,-0.04594283448818574,-0.03877644908326247,-0.050678874377477444,-0.033619003229609104,-0.04106950609140962,186262,93121,93141
lower_wick_to_body_ratio,bollinger_width_20,0.006125719239183714,0.04255712047790252,0.0024192287510142914,0.024896907149864075,0.01677916080420868,0.041950477188967654,186116,93029,93087
upper_wick_to_body_ratio,reversal_bar_up,0.06934261610091917,0.04194573509302122,0.06703899018994336,0.04179356759536419,0.0767726968195556,0.04208673386782281,7179,3690,3489
range_zscore_20,reversal_bar_down,0.04062665698303067,0.03866042922724828,0.034587936438046675,0.03796434148264498,0.04712181726448534,0.04028699718123244,6349,3256,3093
bollinger_width_20,body_ratio,-0.03008015209552047,-0.03599910678021008,-0.014878539407811473,-0.020446385174534534,-0.02590217094559794,-0.029644696069290453,186256,93115,93141
bollinger_width_20,distance_to_vwap,0.03929910702547548,0.03560411417626012,0.040897952535292346,0.031134344000593863,0.03812386577716785,0.04550826986653419,186262,93121,93141
bollinger_width_20,lower_wick_ratio,0.011672379854810063,0.029847275091775233,0.00032797053895626673,0.013064889915975946,0.013049296188620003,0.032104547187550944,186256,93115,93141
upper_wick_to_body_ratio,stoch_k,-0.0023347189045177345,0.029583504322022124,-0.0036765476295451977,0.04451518068909605,0.00011343913712591381,0.016388336660260853,186122,93035,93087
lower_wick_to_body_ratio,reversal_bar_down,0.024489600901280374,0.020528599589768583,0.019733937024854244,0.02549732586616624,0.029598269767347925,0.014866889529205769,6342,3251,3091
bollinger_width_20,stoch_k,0.01589629067341718,0.02028767928438085,0.02155574075897287,0.021518451945822102,0.01409668545380732,0.02535958038570365,186262,93121,93141
bollinger_width_20,range_zscore_20,-0.005860089774416258,0.014465020344698211,-0.0017027700202874355,0.021025454594056307,-0.01442044944256613,0.005513976797901033,186262,93121,93141
bollinger_width_20,reversal_bar_down,0.003368415214181662,-0.011996176924805691,0.0015501757082639284,-0.016022141711350833,-0.0005829385913135983,-0.01205220052891635,6349,3256,3093
stoch_k,body_ratio,0.007535565270350535,0.010773440293650769,0.007600423882945963,0.010071071381275954,0.006361658504422603,0.01039074312656356,186262,93121,93141
