factor_a,factor_b,pearson,spearman,pearson_is,spearman_is,pearson_oos,spearman_oos,sample_count,is_sample_count,oos_sample_count
return_1m,log_return_1m,0.9999458825009968,0.9999999999999856,0.9999309167952504,0.9999999999999777,0.9999794998528067,0.9999999999999815,186280,93139,93141
ma_5_1m,ma_20_1m,0.9999351244814173,0.9999165536761371,0.9997767973872852,0.9997706299606595,0.9998926544996843,0.9997772669963632,186262,93121,93141
ma_20_1m,ma_60_1m,0.9998493692196048,0.9998134444042778,0.9994923944934901,0.9994996385511278,0.9997481750566972,0.999491894956447,186222,93081,93141
ma_5_1m,ma_60_1m,0.9997144667719804,0.9996494868562052,0.9990309701490816,0.9990611313031752,0.9995243823384591,0.9990490626730004,186222,93081,93141
return_5m,normalized_return_5m,0.7003956070592794,0.9390307454610498,0.7069365056076112,0.9359216735258539,0.7299090492252678,0.9452677665327999,186276,93135,93141
return_15m,price_ma_gap_20,0.9324450497281641,0.9078071985077759,0.9321058465470072,0.9066457228845956,0.9331748988922117,0.9113163929062686,186262,93121,93141
price_ma_gap_20,ema_cross_5_20,0.9284614281486281,0.8955405780707365,0.9281179713308086,0.8951955982272299,0.9292394695294812,0.8981043838674537,186262,93121,93141
price_ma_gap_20,donchian_position_20,0.7106229298053086,0.8934752804581293,0.7229399688881124,0.8941836739617552,0.7342369874150882,0.8990967973084416,186262,93121,93141
ma_slope_20,ema_cross_5_20,0.9186569141942537,0.8812949064045391,0.917533895503495,0.8781894748306129,0.9210347801097054,0.8879392660540986,186261,93120,93141
return_10m,price_ma_gap_20,0.9189175751613673,0.8741129687401085,0.918339045462034,0.8713071001622936,0.9201781838909668,0.8805925813749562,186262,93121,93141
return_15m,ema_cross_5_20,0.9181462750731479,0.8714222333248854,0.9172169757658808,0.869756127735941,0.9202271268058597,0.8766296838292958,186266,93125,93141
price_ma_gap_20,ma_slope_20,0.8496981708250669,0.8063932905831017,0.84714362675522,0.8028328929746232,0.8551529981143858,0.8137409817674114,186261,93120,93141
return_15m,ma_slope_20,0.8598974012562104,0.803572352822932,0.8581787199339177,0.801313281736829,0.8636101482835769,0.8098406200889615,186261,93120,93141
return_15m,donchian_position_20,0.6550512118569441,0.8032987103935946,0.6656867163853949,0.8023909960457659,0.6782622371983527,0.8105813309567481,186262,93121,93141
ema_cross_5_20,donchian_position_20,0.6315428994441912,0.780794635586714,0.6411601367321506,0.7772587485152687,0.6531915930924695,0.7902768660422016,186262,93121,93141
return_10m,donchian_position_20,0.637219578733857,0.7757206382542677,0.6495056960028214,0.775692380170473,0.6574575818722171,0.7822821514078309,186262,93121,93141
return_10m,ema_cross_5_20,0.8435913410137222,0.7732996365469036,0.8427814620529365,0.7711708956539476,0.8454339613488375,0.7796934956941207,186271,93130,93141
return_10m,return_15m,0.8102295361572021,0.7458458393655072,0.8092360072840104,0.7432438845386864,0.8123734656307119,0.7529519619808722,186266,93125,93141
ma_slope_20,donchian_position_20,0.6175657388709522,0.7373062318105964,0.6245584126216891,0.7314367576072643,0.6417193103350658,0.7492913827838067,186261,93120,93141
distance_to_high_20,donchian_position_20,0.5305556680643232,0.6946799042631318,0.5361895818814881,0.6783349520324458,0.5715819650169072,0.7370322953135047,186262,93121,93141
return_3m,return_5m,0.7637031205451893,0.6907717103429757,0.7617746406298788,0.6870606776709657,0.7679297334480469,0.6985861421623991,186276,93135,93141
return_3m,normalized_return_5m,0.5383481184941772,0.6867267692238612,0.5423073942317329,0.6825617519116493,0.5628850381765527,0.6941784449142048,186276,93135,93141
distance_to_low_20,donchian_position_20,0.49002073141036095,0.6767057909286527,0.49517200025700875,0.6651368020340656,0.5466819554468189,0.7191967509098358,186262,93121,93141
return_5m,price_ma_gap_20,0.7611077421683261,0.6742228756462483,0.7601140392779981,0.6684526013229607,0.7632822070341064,0.6856566216748846,186262,93121,93141
normalized_return_5m,donchian_position_20,0.6029935418558526,0.653136331145485,0.5981857800692725,0.6433697168940344,0.6073629271809092,0.6630004240169994,186262,93121,93141
return_5m,donchian_position_20,0.5528559881678502,0.6508263137472828,0.5622477146423404,0.6490225655265678,0.5726159935634997,0.6590441271250598,186262,93121,93141
price_ma_gap_20,distance_to_high_20,0.6343183884980353,0.6378303406347329,0.6338697394558745,0.6302603413648173,0.6617275064139645,0.6765241020816481,186262,93121,93141
normalized_return_5m,price_ma_gap_20,0.5032604666763629,0.6301092674248927,0.5047132880374356,0.6188022652105313,0.5280072745135265,0.6454010115290044,186262,93121,93141
