factor,horizon,ic,rank_ic,oriented_rank_ic,abs_rank_ic,ic_period_mean,ic_period_std,ic_ir,ic_t_stat,oriented_ic_period_mean,oriented_ic_period_std,oriented_ic_ir,oriented_ic_t_stat,ic_periods,sample_count,oos_ic,oos_rank_ic,oos_oriented_rank_ic,oos_abs_rank_ic,oos_ic_period_mean,oos_ic_ir,oos_ic_t_stat,oos_oriented_ic_period_mean,oos_oriented_ic_period_std,oos_oriented_ic_ir,oos_oriented_ic_t_stat,oos_ic_periods,oos_sample_count
return_1m,1,-0.026049097498304287,-0.04181816207577708,-0.04181816207577708,0.04181816207577708,-0.04652388627583577,0.025815072137507288,-1.802198577173069,-10.194774679710598,-0.04652388627583577,0.025815072137507288,-1.802198577173069,-10.194774679710598,32,186278,-0.007037581460458708,-0.032995956979731345,-0.032995956979731345,0.032995956979731345,-0.03761174192839396,-1.114687876421996,-6.403394337442597,-0.03761174192839396,0.03374194940481706,-1.114687876421996,-6.403394337442597,33,93139
return_1m,3,-0.019477049524659548,-0.027009527944363603,-0.027009527944363603,0.027009527944363603,-0.030046404510621287,0.021734152854276687,-1.3824511455347097,-7.820324637333632,-0.030046404510621287,0.021734152854276687,-1.3824511455347097,-7.820324637333632,32,186276,-0.012189515369207786,-0.02620345020176291,-0.02620345020176291,0.02620345020176291,-0.027082780712785418,-1.0605325295288284,-6.092295554569796,-0.027082780712785418,0.025536963703336576,-1.0605325295288284,-6.092295554569796,33,93137
return_1m,6,-0.0160045077240515,-0.022739362526342465,-0.022739362526342465,0.022739362526342465,-0.026189249059385834,0.0185004287786027,-1.415602274563274,-8.007855742454336,-0.026189249059385834,0.0185004287786027,-1.415602274563274,-8.007855742454336,32,186273,-0.011885025497748804,-0.02576673357392606,-0.02576673357392606,0.02576673357392606,-0.025173447894996225,-1.311358728789889,-7.533182369617989,-0.025173447894996225,0.01919646191566977,-1.311358728789889,-7.533182369617989,33,93134
return_1m,12,-0.010300909810425857,-0.012706256449373671,-0.012706256449373671,0.012706256449373671,-0.017223097430591274,0.01434958480131623,-1.2002505765192222,-6.789642574238441,-0.017223097430591274,0.01434958480131623,-1.2002505765192222,-6.789642574238441,32,186267,-0.005276510234553716,-0.01305974157881806,-0.01305974157881806,0.01305974157881806,-0.013945416742350634,-0.8208191347325952,-4.715246940948531,-0.013945416742350634,0.016989634076810044,-0.8208191347325952,-4.715246940948531,33,93128
return_3m,1,-0.019215489244844196,-0.038536915565072376,-0.038536915565072376,0.038536915565072376,-0.04198794632504273,0.0224532630976609,-1.870015335517842,-10.578404197340024,-0.04198794632504273,0.0224532630976609,-1.870015335517842,-10.578404197340024,32,186276,-0.01213227446822324,-0.03111158525046014,-0.03111158525046014,0.03111158525046014,-0.030243569800548344,-1.3330873716866452,-7.658003919962659,-0.030243569800548344,0.022686862423941245,-1.3330873716866452,-7.658003919962659,33,93139
return_3m,3,-0.013426884998884503,-0.02950170746170959,-0.02950170746170959,0.02950170746170959,-0.034990811447153505,0.03071443164285305,-1.1392303088667288,-6.444459813863272,-0.034990811447153505,0.03071443164285305,-1.1392303088667288,-6.444459813863272,32,186274,-0.012710649494758062,-0.030083260533726994,-0.030083260533726994,0.030083260533726994,-0.02923011384076771,-0.9394680450351497,-5.396833039125028,-0.02923011384076771,0.031113473199265742,-0.9394680450351497,-5.396833039125028,33,93137
return_3m,6,-0.015037787374914832,-0.029732501208288836,-0.029732501208288836,0.029732501208288836,-0.0377462643924714,0.03401252127651251,-1.109775546646618,-6.27783851703065,-0.0377462643924714,0.03401252127651251,-1.109775546646618,-6.27783851703065,32,186271,-0.010737997364270013,-0.029557696087817435,-0.029557696087817435,0.029557696087817435,-0.026174237912269117,-0.7497474897714348,-4.306971424076637,-0.026174237912269117,0.03491073764081357,-0.7497474897714348,-4.306971424076637,33,93134
return_3m,12,-0.009943519641618943,-0.019506286848239008,-0.019506286848239008,0.019506286848239008,-0.02759432857420056,0.026917526912535426,-1.0251435306023582,-5.799087537427572,-0.02759432857420056,0.026917526912535426,-1.0251435306023582,-5.799087537427572,32,186265,-0.004263390171507956,-0.02020362066088321,-0.02020362066088321,0.02020362066088321,-0.018920238658776067,-0.5097371817384799,-2.928217173766438,-0.018920238658776067,0.037117635002115804,-0.5097371817384799,-2.928217173766438,33,93128
return_5m,1,-0.01306945791489403,-0.03730090564473365,-0.03730090564473365,0.03730090564473365,-0.042771260050670626,0.021723779702888427,-1.9688682464858402,-11.137600706824037,-0.042771260050670626,0.021723779702888427,-1.9688682464858402,-11.137600706824037,32,186274,-0.008547693360267141,-0.02924794150086871,-0.02924794150086871,0.02924794150086871,-0.03084916319468618,-1.2719470083681583,-7.306779272647516,-0.03084916319468618,0.024253497191100787,-1.2719470083681583,-7.306779272647516,33,93139
return_5m,3,-0.013179826555427064,-0.03769179761599663,-0.03769179761599663,0.03769179761599663,-0.046615545422495956,0.03493401666114074,-1.3343883663497906,-7.548440500659009,-0.046615545422495956,0.03493401666114074,-1.3343883663497906,-7.548440500659009,32,186272,-0.011914913127138965,-0.03427128727732058,-0.03427128727732058,0.03427128727732058,-0.03200043606038057,-0.9596562012815816,-5.512805167400753,-0.03200043606038057,0.03334572945774257,-0.9596562012815816,-5.512805167400753,33,93137
return_5m,6,-0.013041774696466443,-0.03405758731846087,-0.03405758731846087,0.03405758731846087,-0.04429671291435516,0.03723300589864692,-1.1897162704224464,-6.730051540029442,-0.04429671291435516,0.03723300589864692,-1.1897162704224464,-6.730051540029442,32,186269,-0.006497968197823465,-0.0300189482409941,-0.0300189482409941,0.0300189482409941,-0.026555897816953365,-0.572552606808032,-3.2890643182473958,-0.026555897816953365,0.04638158572886761,-0.572552606808032,-3.2890643182473958,33,93134
return_5m,12,-0.012467289626030996,-0.02771120048050431,-0.02771120048050431,0.02771120048050431,-0.0373046519311651,0.031850545196643966,-1.1712406083113398,-6.625537412304044,-0.0373046519311651,0.031850545196643966,-1.1712406083113398,-6.625537412304044,32,186263,-0.0005351605872368851,-0.024865934146035988,-0.024865934146035988,0.024865934146035988,-0.024289864847621367,-0.5867733230679539,-3.3707561136811592,-0.024289864847621367,0.041395652959513245,-0.5867733230679539,-3.3707561136811592,33,93128
return_10m,1,-0.011778063049979073,-0.03272644763728585,-0.03272644763728585,0.03272644763728585,-0.03555590631992948,0.0164114588210317,-2.1665292956384645,-12.255740452682183,-0.03555590631992948,0.0164114588210317,-2.1665292956384645,-12.255740452682183,32,186269,-0.006527744161355775,-0.02689407073166736,-0.02689407073166736,0.02689407073166736,-0.02831615517643604,-1.804305545820012,-10.36494624145905,-0.02831615517643604,0.01569365856134253,-1.804305545820012,-10.36494624145905,33,93139
return_10m,3,-0.008319783855782107,-0.03815151638031556,-0.03815151638031556,0.03815151638031556,-0.04390023934040862,0.02606149247375271,-1.6844867723758274,-9.528896156527903,-0.04390023934040862,0.02606149247375271,-1.6844867723758274,-9.528896156527903,32,186267,-0.007048737546397544,-0.03121849090383421,-0.03121849090383421,0.03121849090383421,-0.03003575724972369,-0.9648066503123518,-5.542392244515814,-0.03003575724972369,0.03113137460236178,-0.9648066503123518,-5.542392244515814,33,93137
return_10m,6,-0.010097319192741832,-0.0404816252924537,-0.0404816252924537,0.0404816252924537,-0.05019538519178054,0.031866125557979096,-1.5751957388246687,-8.910652708952616,-0.05019538519178054,0.031866125557979096,-1.5751957388246687,-8.910652708952616,32,186264,-0.0022513852085250816,-0.03075281569640013,-0.03075281569640013,0.03075281569640013,-0.028882074802942526,-0.6154816649175088,-3.535672981914156,-0.028882074802942526,0.04692597107147539,-0.6154816649175088,-3.535672981914156,33,93134
