factor,horizon,sample,quantile,mean_return,win_rate,sample_count,spread_qhigh_qlow,oriented_spread
body_position_ratio,1,in_sample,1,1.1118481448641747e-07,48.04783950617284,51840,1.328254935723537e-05,1.328254935723537e-05
body_position_ratio,1,in_sample,2,8.31269351861658e-08,48.60725308641975,51840,1.328254935723537e-05,1.328254935723537e-05
body_position_ratio,1,in_sample,3,9.281568469628089e-07,47.90702160493827,51840,1.328254935723537e-05,1.328254935723537e-05
body_position_ratio,1,in_sample,4,-1.680065193103362e-06,49.5775462962963,51840,1.328254935723537e-05,1.328254935723537e-05
body_position_ratio,1,in_sample,5,1.3393734171721788e-05,50.107062250429216,51839,1.328254935723537e-05,1.328254935723537e-05
body_position_ratio,1,out_of_sample,1,-6.428196012707458e-06,47.7435956523409,26037,1.880326598585222e-05,1.880326598585222e-05
body_position_ratio,1,out_of_sample,2,-1.7540113584721334e-06,48.48583127255037,24667,1.880326598585222e-05,1.880326598585222e-05
body_position_ratio,1,out_of_sample,3,3.976230805351073e-06,48.45379104901057,28198,1.880326598585222e-05,1.880326598585222e-05
body_position_ratio,1,out_of_sample,4,-5.471427562474511e-06,49.432811547062414,24595,1.880326598585222e-05,1.880326598585222e-05
body_position_ratio,1,out_of_sample,5,1.237506997314476e-05,50.23560510286173,26103,1.880326598585222e-05,1.880326598585222e-05
body_position_ratio,3,in_sample,1,-4.6148866656597324e-07,48.74421296296296,51840,3.098934699062471e-05,3.098934699062471e-05
body_position_ratio,3,in_sample,2,1.541625858508727e-06,49.3383487654321,51840,3.098934699062471e-05,3.098934699062471e-05
body_position_ratio,3,in_sample,3,1.9888229396609464e-06,49.352803873531506,51839,3.098934699062471e-05,3.098934699062471e-05
body_position_ratio,3,in_sample,4,4.860142029704409e-06,50.56038889639075,51839,3.098934699062471e-05,3.098934699062471e-05
body_position_ratio,3,in_sample,5,3.0527858324058734e-05,50.87096587511333,51839,3.098934699062471e-05,3.098934699062471e-05
body_position_ratio,3,out_of_sample,1,-1.400764875697975e-05,48.031647271191,26037,4.0065974560169954e-05,4.0065974560169954e-05
body_position_ratio,3,out_of_sample,2,-4.816956996403326e-06,49.377711112012,24667,4.0065974560169954e-05,4.0065974560169954e-05
body_position_ratio,3,out_of_sample,3,2.6763177336259006e-06,49.61523458278662,28199,4.0065974560169954e-05,4.0065974560169954e-05
body_position_ratio,3,out_of_sample,4,-2.5974645725070957e-07,50.634301049036345,24594,4.0065974560169954e-05,4.0065974560169954e-05
body_position_ratio,3,out_of_sample,5,2.6058325803190206e-05,51.287257681403716,26102,4.0065974560169954e-05,4.0065974560169954e-05
body_position_ratio,6,in_sample,1,1.7998551068085525e-05,49.248635197438226,51839,1.4511090258112633e-05,1.4511090258112633e-05
body_position_ratio,6,in_sample,2,6.039210941092537e-06,49.4338239549374,51839,1.4511090258112633e-05,1.4511090258112633e-05
body_position_ratio,6,in_sample,3,8.123373913896051e-06,49.752117131889115,51839,1.4511090258112633e-05,1.4511090258112633e-05
body_position_ratio,6,in_sample,4,1.2110491941031354e-05,50.899901618472576,51839,1.4511090258112633e-05,1.4511090258112633e-05
body_position_ratio,6,in_sample,5,3.250964132619816e-05,50.985763339635014,51838,1.4511090258112633e-05,1.4511090258112633e-05
body_position_ratio,6,out_of_sample,1,-1.1544820401871843e-06,48.8189883627146,26037,2.4883080173880432e-05,2.4883080173880432e-05
body_position_ratio,6,out_of_sample,2,-1.024291079385502e-05,49.03717517330847,24667,2.4883080173880432e-05,2.4883080173880432e-05
body_position_ratio,6,out_of_sample,3,4.589655226287159e-06,49.984041987304515,28199,2.4883080173880432e-05,2.4883080173880432e-05
body_position_ratio,6,out_of_sample,4,2.5574736728723184e-06,51.17309803602651,24593,2.4883080173880432e-05,2.4883080173880432e-05
body_position_ratio,6,out_of_sample,5,2.3728598133693247e-05,51.116815447684,26101,2.4883080173880432e-05,2.4883080173880432e-05
body_position_ratio,12,in_sample,1,4.4845681281678446e-05,49.575600910528955,51838,-1.659378297277408e-05,1.659378297277408e-05
body_position_ratio,12,in_sample,2,4.2900560843796425e-05,49.82831127744126,51838,-1.659378297277408e-05,1.659378297277408e-05
body_position_ratio,12,in_sample,3,2.1592234279505304e-05,49.91319109533547,51838,-1.659378297277408e-05,1.659378297277408e-05
body_position_ratio,12,in_sample,4,1.588916739841574e-05,50.62214248509752,51837,-1.659378297277408e-05,1.659378297277408e-05
body_position_ratio,12,in_sample,5,2.8251898308904365e-05,50.874857727106125,51837,-1.659378297277408e-05,1.659378297277408e-05
body_position_ratio,12,out_of_sample,1,1.1266723865954592e-05,48.97457562024733,26038,-1.2898604424685999e-05,1.2898604424685999e-05
body_position_ratio,12,out_of_sample,2,1.52992774439807e-05,49.3999837833455,24666,-1.2898604424685999e-05,1.2898604424685999e-05
body_position_ratio,12,out_of_sample,3,1.3732473431029661e-05,50.221670508955484,28195,-1.2898604424685999e-05,1.2898604424685999e-05
body_position_ratio,12,out_of_sample,4,1.9172855620260465e-06,50.49400284610693,24595,-1.2898604424685999e-05,1.2898604424685999e-05
body_position_ratio,12,out_of_sample,5,-1.6318805587314066e-06,50.885057471264375,26100,-1.2898604424685999e-05,1.2898604424685999e-05
body_position_ratio,24,in_sample,1,7.429938633748991e-05,49.52542634462536,51836,-2.2831166288880024e-05,2.2831166288880024e-05
