factor,horizon,sample,quantile,mean_return,win_rate,sample_count,spread_qhigh_qlow,oriented_spread
volume_1m,1,in_sample,1,1.1948931739271831e-06,49.286021043590296,18628,4.249757063520444e-05,4.249757063520444e-05
volume_1m,1,in_sample,2,-1.1582211216464066e-05,49.92484432037793,18628,4.249757063520444e-05,4.249757063520444e-05
volume_1m,1,in_sample,3,-1.3308897443134286e-06,50.18252093622504,18628,4.249757063520444e-05,4.249757063520444e-05
volume_1m,1,in_sample,4,-5.20718875357144e-07,50.12883830792355,18628,4.249757063520444e-05,4.249757063520444e-05
volume_1m,1,in_sample,5,4.3692463809131626e-05,50.22009877603607,18628,4.249757063520444e-05,4.249757063520444e-05
volume_1m,1,out_of_sample,1,1.189208190676419e-05,49.94895755624484,50938,0.00010051032896192869,0.00010051032896192869
volume_1m,1,out_of_sample,2,1.4036064763831832e-05,50.81824404206334,16071,0.00010051032896192869,0.00010051032896192869
volume_1m,1,out_of_sample,3,1.6666030722162582e-05,50.167405664645734,11051,0.00010051032896192869,0.00010051032896192869
volume_1m,1,out_of_sample,4,-3.911587268919101e-05,50.1508120649652,8620,0.00010051032896192869,0.00010051032896192869
volume_1m,1,out_of_sample,5,0.00011240241086869288,51.83464932652113,6459,0.00010051032896192869,0.00010051032896192869
volume_1m,3,in_sample,1,1.4228766351895366e-05,49.425595877174146,18628,0.0001444595995509604,0.0001444595995509604
volume_1m,3,in_sample,2,-6.938440431719883e-05,49.90337126905733,18628,0.0001444595995509604,0.0001444595995509604
volume_1m,3,in_sample,3,2.1759535285744186e-05,51.13270345716126,18628,0.0001444595995509604,0.0001444595995509604
volume_1m,3,in_sample,4,-3.382441507577484e-05,50.62271848829719,18628,0.0001444595995509604,0.0001444595995509604
volume_1m,3,in_sample,5,0.00015868836590285577,51.1702812969723,18628,0.0001444595995509604,0.0001444595995509604
volume_1m,3,out_of_sample,1,3.462910996933624e-05,50.738181247055124,50936,0.00014210670295885326,0.00014210670295885326
volume_1m,3,out_of_sample,2,3.581626929168782e-05,50.420011200298674,16071,0.00014210670295885326,0.00014210670295885326
volume_1m,3,out_of_sample,3,7.911152179853806e-05,50.23979730341146,11051,0.00014210670295885326,0.00014210670295885326
volume_1m,3,out_of_sample,4,-1.8658199181856867e-05,50.08120649651973,8620,0.00014210670295885326,0.00014210670295885326
volume_1m,3,out_of_sample,5,0.0001767358129281895,51.54048614336585,6459,0.00014210670295885326,0.00014210670295885326
volume_1m,6,in_sample,1,1.9731183228770838e-05,49.4309641400043,18628,0.00020957491603674063,0.00020957491603674063
volume_1m,6,in_sample,2,-0.00012456579847748241,49.1196048958557,18628,0.00020957491603674063,0.00020957491603674063
volume_1m,6,in_sample,3,0.00011945933487666272,51.40648486149881,18628,0.00020957491603674063,0.00020957491603674063
volume_1m,6,in_sample,4,-6.948079741271787e-05,50.3220957698089,18628,0.00020957491603674063,0.00020957491603674063
volume_1m,6,in_sample,5,0.00022930609926551148,51.121966931500964,18628,0.00020957491603674063,0.00020957491603674063
volume_1m,6,out_of_sample,1,5.5906468613195275e-05,51.01407731725993,50933,0.0002811673213768034,0.0002811673213768034
volume_1m,6,out_of_sample,2,5.501941039003501e-05,51.00491568664053,16071,0.0002811673213768034,0.0002811673213768034
volume_1m,6,out_of_sample,3,0.00020937871262645787,51.18088860736585,11051,0.0002811673213768034,0.0002811673213768034
volume_1m,6,out_of_sample,4,1.4732184610459482e-05,51.009280742459396,8620,0.0002811673213768034,0.0002811673213768034
volume_1m,6,out_of_sample,5,0.00033707378998999867,51.33921659699644,6459,0.0002811673213768034,0.0002811673213768034
volume_1m,12,in_sample,1,0.00010072006085667246,49.425595877174146,18628,0.00019636971769506186,0.00019636971769506186
volume_1m,12,in_sample,2,3.409536743594924e-06,49.29138930642044,18628,0.00019636971769506186,0.00019636971769506186
volume_1m,12,in_sample,3,8.972852940879277e-05,51.20249087395319,18628,0.00019636971769506186,0.00019636971769506186
volume_1m,12,in_sample,4,-0.0001527518370438228,50.37041013528022,18628,0.00019636971769506186,0.00019636971769506186
volume_1m,12,in_sample,5,0.0002970897785517343,50.84281726433326,18628,0.00019636971769506186,0.00019636971769506186
volume_1m,12,out_of_sample,1,5.250152186559101e-05,50.84336403086771,50927,0.000593807976238662,0.000593807976238662
volume_1m,12,out_of_sample,2,0.00023196557998525185,51.89471719245846,16071,0.000593807976238662,0.000593807976238662
volume_1m,12,out_of_sample,3,0.0003042660024234058,52.40249751153742,11051,0.000593807976238662,0.000593807976238662
volume_1m,12,out_of_sample,4,0.0003159317655704284,52.33178654292343,8620,0.000593807976238662,0.000593807976238662
volume_1m,12,out_of_sample,5,0.000646309498104253,52.097847964081126,6459,0.000593807976238662,0.000593807976238662
volume_ma_20,1,in_sample,1,1.832011524920691e-05,49.77181208053692,18625,1.147758138506948e-05,1.147758138506948e-05
volume_ma_20,1,in_sample,2,-1.0790477727130851e-05,49.98926116838488,18624,1.147758138506948e-05,1.147758138506948e-05
volume_ma_20,1,in_sample,3,2.2084511437082708e-05,50.16645189003437,18624,1.147758138506948e-05,1.147758138506948e-05
volume_ma_20,1,in_sample,4,-2.8509993944073057e-05,49.65635738831615,18624,1.147758138506948e-05,1.147758138506948e-05
volume_ma_20,1,in_sample,5,2.979769663427639e-05,50.15571305841925,18624,1.147758138506948e-05,1.147758138506948e-05
volume_ma_20,1,out_of_sample,1,5.180080387823696e-06,49.9767050137978,55806,0.00014983102351778425,0.00014983102351778425
volume_ma_20,1,out_of_sample,2,1.6969238613647873e-05,50.17679202828672,15555,0.00014983102351778425,0.00014983102351778425
volume_ma_20,1,out_of_sample,3,-3.0501578958128317e-05,50.72825219473264,10024,0.00014983102351778425,0.00014983102351778425
volume_ma_20,1,out_of_sample,4,6.90667274197033e-05,51.44112705182887,7737,0.00014983102351778425,0.00014983102351778425
volume_ma_20,1,out_of_sample,5,0.00015501110390560795,51.406522280308685,4017,0.00014983102351778425,0.00014983102351778425
volume_ma_20,3,in_sample,1,5.867897635430016e-05,49.49261744966443,18625,3.224620986734412e-05,3.224620986734412e-05
volume_ma_20,3,in_sample,2,-1.580748600063792e-05,50.54231099656358,18624,3.224620986734412e-05,3.224620986734412e-05
volume_ma_20,3,in_sample,3,1.649064165173107e-05,50.617482817869416,18624,3.224620986734412e-05,3.224620986734412e-05
volume_ma_20,3,in_sample,4,-6.018827779978131e-05,50.875214776632305,18624,3.224620986734412e-05,3.224620986734412e-05
volume_ma_20,3,in_sample,5,9.092518622164428e-05,50.73560996563574,18624,3.224620986734412e-05,3.224620986734412e-05
volume_ma_20,3,out_of_sample,1,1.525144191161944e-05,50.31538957780805,55804,0.00045176334558402254,0.00045176334558402254
volume_ma_20,3,out_of_sample,2,5.353176594928415e-05,51.115396978463515,15555,0.00045176334558402254,0.00045176334558402254
volume_ma_20,3,out_of_sample,3,-8.110647497050274e-05,49.650837988826815,10024,0.00045176334558402254,0.00045176334558402254
volume_ma_20,3,out_of_sample,4,0.00018711009374347147,51.82887424066176,7737,0.00045176334558402254,0.00045176334558402254
volume_ma_20,3,out_of_sample,5,0.00046701478749564196,52.99975105800348,4017,0.00045176334558402254,0.00045176334558402254
volume_ma_20,6,in_sample,1,0.00011790230059710236,48.97718120805369,18625,5.171112851661835e-05,5.171112851661835e-05
volume_ma_20,6,in_sample,2,-3.5192438641252936e-05,49.95167525773196,18624,5.171112851661835e-05,5.171112851661835e-05
volume_ma_20,6,in_sample,3,6.105520457571232e-05,50.84299828178695,18624,5.171112851661835e-05,5.171112851661835e-05
volume_ma_20,6,in_sample,4,-0.00013903238633385947,50.413445017182134,18624,5.171112851661835e-05,5.171112851661835e-05
volume_ma_20,6,in_sample,5,0.0001696134291137207,51.229596219931274,18624,5.171112851661835e-05,5.171112851661835e-05
volume_ma_20,6,out_of_sample,1,3.598019669248237e-05,50.66217451300156,55801,0.0009249947814612754,0.0009249947814612754
volume_ma_20,6,out_of_sample,2,3.560507746523256e-06,51.05753776920604,15555,0.0009249947814612754,0.0009249947814612754
volume_ma_20,6,out_of_sample,3,3.745965662575151e-05,50.359138068635275,10024,0.0009249947814612754,0.0009249947814612754
volume_ma_20,6,out_of_sample,4,0.0002650703845782755,52.940416181982684,7737,0.0009249947814612754,0.0009249947814612754
volume_ma_20,6,out_of_sample,5,0.0009609749781537578,54.59297983569829,4017,0.0009249947814612754,0.0009249947814612754
volume_ma_20,12,in_sample,1,0.00020483304807130854,48.90738255033557,18625,-5.7834645757195725e-05,-5.7834645757195725e-05
volume_ma_20,12,in_sample,2,-0.0001045772105655203,49.74226804123711,18624,-5.7834645757195725e-05,-5.7834645757195725e-05
volume_ma_20,12,in_sample,3,0.0002175210315211549,50.55841924398625,18624,-5.7834645757195725e-05,-5.7834645757195725e-05
volume_ma_20,12,in_sample,4,-0.00012425547081235173,50.644329896907216,18624,-5.7834645757195725e-05,-5.7834645757195725e-05
volume_ma_20,12,in_sample,5,0.00014699840231411281,51.31550687285223,18624,-5.7834645757195725e-05,-5.7834645757195725e-05
volume_ma_20,12,out_of_sample,1,6.190822868387868e-05,50.776951339725784,55795,0.001996263482362494,0.001996263482362494
volume_ma_20,12,out_of_sample,2,-8.170964162759064e-05,51.37254901960784,15555,0.001996263482362494,0.001996263482362494
volume_ma_20,12,out_of_sample,3,0.00013947101965666004,51.117318435754186,10024,0.001996263482362494,0.001996263482362494
volume_ma_20,12,out_of_sample,4,0.000622081283706085,54.38800568695877,7737,0.001996263482362494,0.001996263482362494
volume_ma_20,12,out_of_sample,5,0.0020581717110463725,55.912372417226784,4017,0.001996263482362494,0.001996263482362494
volume_zscore_20,1,in_sample,1,-5.624951405689076e-06,49.61073825503356,18625,5.2946687048980944e-05,5.2946687048980944e-05
volume_zscore_20,1,in_sample,2,-2.0531512665628137e-05,49.69931271477663,18624,5.2946687048980944e-05,5.2946687048980944e-05
volume_zscore_20,1,in_sample,3,2.6277352639793898e-05,49.96241408934708,18624,5.2946687048980944e-05,5.2946687048980944e-05
volume_zscore_20,1,in_sample,4,-1.653948685221236e-05,50.28994845360825,18624,5.2946687048980944e-05,5.2946687048980944e-05
volume_zscore_20,1,in_sample,5,4.732173564329187e-05,50.17719072164949,18624,5.2946687048980944e-05,5.2946687048980944e-05
volume_zscore_20,1,out_of_sample,1,3.527118139161219e-05,50.281654402435926,19705,-2.239460980065875e-05,-2.239460980065875e-05
volume_zscore_20,1,out_of_sample,2,2.6468983137714012e-05,50.49038621377514,18047,-2.239460980065875e-05,-2.239460980065875e-05
volume_zscore_20,1,out_of_sample,3,-2.972108706605133e-05,49.393972483074904,18316,-2.239460980065875e-05,-2.239460980065875e-05
volume_zscore_20,1,out_of_sample,4,2.9250299494598913e-05,50.58662280701755,18240,-2.239460980065875e-05,-2.239460980065875e-05
volume_zscore_20,1,out_of_sample,5,1.2876571590953437e-05,50.613350326589135,18831,-2.239460980065875e-05,-2.239460980065875e-05
volume_zscore_20,3,in_sample,1,-2.2929481930076433e-05,50.68993288590604,18625,0.0002333504138664162,0.0002333504138664162
volume_zscore_20,3,in_sample,2,-3.5689957840163484e-05,50.11812714776632,18624,0.0002333504138664162,0.0002333504138664162
volume_zscore_20,3,in_sample,3,-4.823537417898778e-06,49.55970790378007,18624,0.0002333504138664162,0.0002333504138664162
volume_zscore_20,3,in_sample,4,-5.687453242348536e-05,50.22014604810997,18624,0.0002333504138664162,0.0002333504138664162
volume_zscore_20,3,in_sample,5,0.00021042093193633977,51.675257731958766,18624,0.0002333504138664162,0.0002333504138664162
volume_zscore_20,3,out_of_sample,1,0.00010083367027873302,51.38550548112059,19704,-0.00011462853450810157,-0.00011462853450810157
volume_zscore_20,3,out_of_sample,2,5.275653306576327e-05,50.833933617775806,18047,-0.00011462853450810157,-0.00011462853450810157
volume_zscore_20,3,out_of_sample,3,2.5252242046155388e-05,50.43131688141516,18316,-0.00011462853450810157,-0.00011462853450810157
volume_zscore_20,3,out_of_sample,4,5.771652478331589e-05,50.55921052631579,18240,-0.00011462853450810157,-0.00011462853450810157
volume_zscore_20,3,out_of_sample,5,-1.3794864229368555e-05,49.85130111524164,18830,-0.00011462853450810157,-0.00011462853450810157
volume_zscore_20,6,in_sample,1,2.112097038661656e-05,50.582550335570474,18625,0.0002479442866101084,0.0002479442866101084
volume_zscore_20,6,in_sample,2,-8.511619445981746e-05,49.97852233676976,18624,0.0002479442866101084,0.0002479442866101084
