factor,horizon,ic,rank_ic,oriented_rank_ic,abs_rank_ic,ic_period_mean,ic_period_std,ic_ir,ic_t_stat,oriented_ic_period_mean,oriented_ic_period_std,oriented_ic_ir,oriented_ic_t_stat,ic_periods,sample_count,oos_ic,oos_rank_ic,oos_oriented_rank_ic,oos_abs_rank_ic,oos_ic_period_mean,oos_ic_ir,oos_ic_t_stat,oos_oriented_ic_period_mean,oos_oriented_ic_period_std,oos_oriented_ic_ir,oos_oriented_ic_t_stat,oos_ic_periods,oos_sample_count
adx_15m,1,0.001585742262342238,0.0022086964419602575,0.0022086964419602575,0.0022086964419602575,0.0006224322034022261,0.015718712044891104,0.03959816819753556,0.2240010660403431,0.0006224322034022261,0.015718712044891104,0.03959816819753556,0.2240010660403431,32,186253,0.0031594447215006305,0.003967858185067421,0.003967858185067421,0.003967858185067421,0.004483868182847973,0.30482117335552633,1.7510643263320496,0.004483868182847973,0.01470983177936344,0.30482117335552633,1.7510643263320496,33,93139
adx_15m,3,0.0017410418919787901,0.0058286740839351495,0.0058286740839351495,0.0058286740839351495,0.003170098664883273,0.02574549437280506,0.12313217291456813,0.6965407556010054,0.003170098664883273,0.02574549437280506,0.12313217291456813,0.6965407556010054,32,186251,0.005872202281136549,0.008672593763361259,0.008672593763361259,0.008672593763361259,0.008479413812589959,0.33729305017221217,1.9376010569561672,0.008479413812589959,0.02513960429442769,0.33729305017221217,1.9376010569561672,33,93137
adx_15m,6,0.00080109601818106,0.006800190472148983,0.006800190472148983,0.006800190472148983,0.0013125125382840103,0.03402475600459242,0.03857522264397301,0.21821441213867343,0.0013125125382840103,0.03402475600459242,0.03857522264397301,0.21821441213867343,32,186248,0.009349181604698463,0.011942458352573522,0.011942458352573522,0.011942458352573522,0.01218539917206465,0.33265547722591104,1.9109602286382505,0.01218539917206465,0.03663068852399918,0.33265547722591104,1.9109602286382505,33,93134
adx_15m,12,-0.0017019048833176523,0.006325029664706751,0.006325029664706751,0.006325029664706751,-0.006160385247730866,0.04992582561516283,-0.12339075361950376,-0.6980035089605572,-0.006160385247730866,0.04992582561516283,-0.12339075361950376,-0.6980035089605572,32,186242,0.01464914300463301,0.020579718365187114,0.020579718365187114,0.020579718365187114,0.02071265396459653,0.40578181276765535,2.331039044269561,0.02071265396459653,0.05104382038052624,0.40578181276765535,2.331039044269561,33,93128
chop_index_15m,1,-0.0033469121992376625,-0.000489871767825233,-0.000489871767825233,0.000489871767825233,-0.00669925113403182,0.014775571173434195,-0.45340048485413337,-2.56482045946901,-0.00669925113403182,0.014775571173434195,-0.45340048485413337,-2.56482045946901,32,186266,0.004406765677624958,0.005873688657199859,0.005873688657199859,0.005873688657199859,0.006520708702883732,0.4913163531993759,2.8223975702224195,0.006520708702883732,0.013271914644041235,0.4913163531993759,2.8223975702224195,33,93139
chop_index_15m,3,-0.003285786527778789,-0.003089858037817464,-0.003089858037817464,0.003089858037817464,-0.010797508745643905,0.02396316269984485,-0.4505877993189027,-2.5489095073465546,-0.010797508745643905,0.02396316269984485,-0.4505877993189027,-2.5489095073465546,32,186264,0.005744162182533526,0.004144892974852089,0.004144892974852089,0.004144892974852089,0.003914488473991684,0.16679544937578208,0.9581669080966425,0.003914488473991684,0.02346879659272077,0.16679544937578208,0.9581669080966425,33,93137
chop_index_15m,6,-0.003014730073307463,-0.0016873984926002307,-0.0016873984926002307,0.0016873984926002307,-0.009871100459081563,0.030480957529345886,-0.3238448283515388,-1.831942993436533,-0.009871100459081563,0.030480957529345886,-0.3238448283515388,-1.831942993436533,32,186261,0.0046263779202592266,0.00537350947888771,0.00537350947888771,0.00537350947888771,0.00371659978417055,0.10634153480974504,0.6108856086435849,0.00371659978417055,0.0349496534051337,0.10634153480974504,0.6108856086435849,33,93134
chop_index_15m,12,0.0003204003658412482,0.0019748499307743264,0.0019748499307743264,0.0019748499307743264,-0.004886604846252383,0.03949354624908148,-0.12373173113989563,-0.6999323690957673,-0.004886604846252383,0.03949354624908148,-0.12373173113989563,-0.6999323690957673,32,186255,0.0043947894747299885,0.0069127645523346755,0.0069127645523346755,0.0069127645523346755,0.011756314101122682,0.24113619126941777,1.3852219570947468,0.011756314101122682,0.048753835080639275,0.24113619126941777,1.3852219570947468,33,93128
range_position_15m,1,-0.004105119873045176,-0.03796314031377211,-0.03796314031377211,0.03796314031377211,-0.04375440989868054,0.014460386363986085,-3.0258119525527944,-17.116577201963114,-0.04375440989868054,0.014460386363986085,-3.0258119525527944,-17.116577201963114,32,186260,-0.0006872903356186197,-0.03025836226378787,-0.03025836226378787,0.03025836226378787,-0.03211481041704194,-1.7736712521444167,-10.18896562230715,-0.03211481041704194,0.01810640521923906,-1.7736712521444167,-10.18896562230715,33,93139
range_position_15m,3,-0.0012035317195076272,-0.041716889264371886,-0.041716889264371886,0.041716889264371886,-0.05051034023337646,0.023494626673816302,-2.14986775208767,-12.161488529243767,-0.05051034023337646,0.023494626673816302,-2.14986775208767,-12.161488529243767,32,186258,0.0018367266108680026,-0.032869180509444026,-0.032869180509444026,0.032869180509444026,-0.03212500645516797,-1.2498185336256502,-7.179660863216843,-0.03212500645516797,0.025703736655252832,-1.2498185336256502,-7.179660863216843,33,93137
range_position_15m,6,-0.002644298186714627,-0.042250428575948025,-0.042250428575948025,0.042250428575948025,-0.05463427062482093,0.03058962299225613,-1.78603935846649,-10.103364334701809,-0.05463427062482093,0.03058962299225613,-1.78603935846649,-10.103364334701809,32,186255,0.0016866147176193657,-0.031558016534939226,-0.031558016534939226,0.031558016534939226,-0.03016992127549673,-0.8122757214251028,-4.666168767988375,-0.03016992127549673,0.03714246342678432,-0.8122757214251028,-4.666168767988375,33,93134
range_position_15m,12,-0.006636743766540131,-0.0386380560111882,-0.0386380560111882,0.0386380560111882,-0.05452483126029657,0.037547038297686276,-1.452173959181662,-8.21473643199896,-0.05452483126029657,0.037547038297686276,-1.452173959181662,-8.21473643199896,32,186249,0.0009905865661745835,-0.02663341781589655,-0.02663341781589655,0.02663341781589655,-0.025468234426884548,-0.5239603690195824,-3.0099231641361746,-0.025468234426884548,0.04860717705527973,-0.5239603690195824,-3.0099231641361746,33,93128
hh_hl_structure_15m,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,67859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,34457
