factor,horizon,rank_ic,oriented_rank_ic,oos_rank_ic,oos_oriented_rank_ic
sweep_pin_bar_long,1,0.0011505298657377575,0.0011505298657377575,0.005791383554983184,0.005791383554983184
sweep_pin_bar_short,1,-0.002531601344555717,0.002531601344555717,0.002539607144888115,-0.002539607144888115
ma_trend_alignment_crossover,1,-0.0009456978461699089,-0.0009456978461699089,-0.013791082116177153,-0.013791082116177153
