factor,horizon,period,ic,rank_ic,spread_qhigh_qlow,sample_count,split
funding_rate,1,2021-04,-0.0220833689572,-0.005628669321784678,-6.297376414447387e-05,2847,train
funding_rate,1,2021-05,0.022374590376690418,0.012890700769019893,0.0002537510375165582,2976,train
funding_rate,1,2021-06,-0.02972519535933857,-0.019848637060264934,-0.00042862660516758183,2880,train
funding_rate,1,2021-07,-0.06772550698405994,-0.03795809111530882,-0.000429421223728145,2976,train
funding_rate,1,2021-08,-0.010167530927792845,-0.00375907007271492,-6.474064824698722e-05,2976,train
funding_rate,1,2021-09,0.022194161525001043,0.01713491290655839,0.00011847633935796889,2880,train
funding_rate,1,2021-10,-0.04528942495639173,-0.040004336565880386,-0.0003835275805769104,2976,train
funding_rate,1,2021-11,-0.004365038274329904,0.011083131835477412,-5.028119463420979e-05,2880,train
funding_rate,1,2021-12,-0.029157201622341977,-0.047677070066140005,-0.0005256001743521122,2976,train
funding_rate,1,2022-01,-0.01673161545348103,-0.01559381949927886,-0.00014540180812629643,2976,train
funding_rate,1,2022-02,-0.05246973268192941,-0.027990856389957318,-0.0006929780500293251,2688,train
funding_rate,1,2022-03,-0.010575737100396311,-0.02184173862980926,0.0001579283687969123,2976,train
funding_rate,1,2022-04,-0.04560559533498669,-0.04963226225579227,-0.0005068498239291454,2880,train
funding_rate,1,2022-05,-0.010193254384537023,0.004910453181907933,0.0002370310772062118,2976,train
funding_rate,1,2022-06,-0.021442762853687812,0.0018102704232360965,-0.0003773879665470529,2880,train
funding_rate,1,2022-07,0.025454322056167003,0.031355126877893116,0.0001329017778948649,2976,train
funding_rate,1,2022-08,-0.018383599426252586,-0.009144909323603342,-5.3259710317360994e-05,2976,train
funding_rate,1,2022-09,-0.05334349543155255,-0.03409891060744812,-0.0004443538921651386,2880,train
funding_rate,1,2022-10,-0.011054502700476714,-0.0024453705212173363,-0.00013800772656950524,2976,train
funding_rate,1,2022-11,-0.054101666075356825,0.008867358269264668,-0.0002646593212299125,2880,train
funding_rate,1,2022-12,-0.015075782628752277,-0.013956142720811948,-6.0821055824144534e-05,2976,train
funding_rate,1,2023-01,-0.01707502594563478,0.002254848874465206,-7.575349720525165e-05,2976,train
funding_rate,1,2023-02,-0.020530396188616774,-0.007659258755258977,-2.8925490199631807e-05,2688,train
funding_rate,1,2023-03,-0.04832774323045344,-0.02614157841734231,-0.00032398346003363295,2976,train
funding_rate,1,2023-04,-0.033533183397157246,-0.02685346582566827,-0.00018705514109670224,2880,train
funding_rate,1,2023-05,0.02379643899287251,0.019499069266475873,9.931081454201585e-05,2976,train
funding_rate,1,2023-06,-0.03550385477671434,-0.024403547986148785,-0.00014823833843966846,2880,train
funding_rate,1,2023-07,-0.015002894211296386,-0.0025512828497232273,-8.472645504860443e-05,2976,train
funding_rate,1,2023-08,-0.007293626343840876,0.005828065333800545,-0.00011656835576028538,2976,mixed
funding_rate,1,2023-09,0.03774843516634215,0.022867822251002982,0.0001613588500059697,2880,test
funding_rate,1,2023-10,-0.013841255268471318,-0.005795816150832636,-0.00012100456085455497,2976,test
funding_rate,1,2023-11,-0.02280610143640964,-0.012628557921849188,-0.00010189045017767285,2880,test
funding_rate,1,2023-12,-0.02061770843115131,-0.012517170389544245,-0.00031058122963885284,2976,test
funding_rate,1,2024-01,0.022341351426686473,0.020556438135508226,8.942388972104552e-05,2976,test
funding_rate,1,2024-02,0.016904162524976507,0.038614708556302474,0.00021282177915030238,2784,test
funding_rate,1,2024-03,-0.014454585529441184,-0.01600206370651102,-0.0003209653979619915,2976,test
funding_rate,1,2024-04,-0.03059731072655948,-0.007125112111134194,-0.00022870412982173603,2880,test
